time_s,wheel_speed,raw_weight,velocity,pitch,roll,acc,acc_z
33:14.5,0,13701,0.1,1.9,1.2,0.6,10.1
33:14.6,0,13645,0.1,2.1,1.1,0.3,10.1
33:14.7,0,13645,0.1,2,1.1,0.2,10.1
33:14.8,0,14573,0.2,1.5,0.7,0.4,10.1
33:14.9,0,15314,0.2,0.9,0.3,0.5,13
33:15.0,0,15610,0.2,-0.3,-0.4,0.1,13
33:15.1,0,15824,0.3,-1,-0.6,0.2,13
33:15.2,0,15671,0.2,-1.4,-0.9,-0.4,13
33:15.3,0,15368,0.2,-2.1,-1,0,13
33:15.4,0,15152,0.1,-2.5,-1.1,-0.8,11.4
33:15.5,0,14937,0.2,-2.6,-1.3,0.2,11.4
33:15.6,0,14680,0.2,-2.7,-1.3,-0.1,11.4
33:15.7,0,14626,0.1,-2.6,-1.2,0,11.4
33:15.8,0,14395,0.1,-2.4,-1.2,-0.2,11.4
33:15.9,0,14500,0.1,-2.1,-1.2,0,12.3
33:16.0,0,14355,0.2,-2,-1.5,0.4,12.3
33:16.1,0,14227,0.2,-1.6,-1.4,0.2,12.3
33:16.2,0,14225,0.2,-1,-1.5,0.2,12.3
33:16.3,0,14198,0.2,-0.5,-1.6,0.1,12.3
33:16.4,0,13874,0.2,0,-1.8,0.1,8.6
33:16.5,0,13681,0.2,0.2,-2.1,0.1,8.6
33:16.6,0,13855,0.2,0.4,-2.4,-0.1,8.6
33:16.7,0,13823,0.1,0.5,-2.7,-0.9,8.6
33:16.8,0,13810,0.2,0.7,-3.2,0.5,8.6
33:16.9,0,13743,0.2,0.7,-3.2,0.5,10.5
33:17.0,0,13824,0.1,0.9,-3.2,-0.1,10.5
33:17.1,0,14019,0.1,1,-3,-0.6,10.5
33:17.2,0,13982,0.1,0.9,-2.9,0.1,10.5
33:17.3,0,13949,0.1,0.8,-2.7,0,10.5
33:17.4,0,14127,0,0.5,-2.5,-0.5,10.4
33:17.6,0,14151,0.1,0.2,-2.2,0.5,10.4
33:17.7,0,14227,0,0,-2,-0.3,10.4
33:17.8,0,14265,0.1,-0.2,-2.1,0.5,10.4
33:17.9,0,14194,0.1,-0.3,-1.9,0.2,10.4
33:18.0,0,14202,0.1,-0.5,-1.7,-0.3,9.5
33:18.1,0,14234,0,-0.3,-1.7,-0.4,9.5
33:18.2,0,14311,0.1,-0.2,-1.6,0.3,9.5
33:18.3,0,14431,0,-0.1,-1.7,-0.1,9.5
33:18.4,0,14428,0.1,-0.2,-1.7,0.1,9.5
33:18.5,0,14382,0.1,-0.2,-1.7,0.2,12
33:18.6,0,14437,0.1,-0.3,-1.7,-0.1,12
33:18.7,0,14331,0.1,-0.5,-1.4,0.7,12
33:18.8,0,14373,0.1,-0.6,-1,-0.7,12
33:18.9,0,14428,0.1,-0.9,-0.8,0.5,12
33:19.0,0,14430,0,-1.1,-0.8,-0.7,7.2
33:19.1,0,14224,0.1,-1.3,-1,0.4,7.2
33:19.2,0,13955,0.1,-1.3,-1.4,-0.2,7.2
33:19.3,0,13847,0.1,-1.4,-1.7,0.1,7.2
33:19.4,0,13879,0,-1.2,-1.8,-0.4,7.2
33:19.5,0,13848,0.1,-1.1,-2.1,1.1,10.5
33:19.6,0,13843,0.1,-1.1,-2.2,-0.5,10.5
33:19.7,0,13981,0,-1,-2.2,-0.7,10.5
33:19.8,0,14046,0.1,-1.2,-2.4,0.9,10.5
33:19.9,0,14184,0.2,-1,-2.6,0.6,10.5
33:20.0,0,14401,0.1,-0.9,-2.6,-1,9.7
33:20.1,0,14728,0.1,-0.9,-2.9,0.5,9.7
33:20.2,0,14515,0.1,-0.6,-3.2,0.2,9.7
33:20.3,0,14450,0.1,-0.6,-3.4,-0.5,9.7
33:20.4,0,14397,0.1,-0.8,-3.6,0.1,9.7
33:20.5,0,14386,0,-0.8,-3.5,-0.7,6.9
33:20.6,0,14253,0.1,-0.9,-3.5,0.5,6.9
33:20.7,0,13965,0,-0.9,-3.4,-0.6,6.9
33:20.8,0,14045,0.1,-1.2,-3.5,0.6,6.9
33:20.9,0,14257,0,-1.3,-3.5,-0.5,6.9
33:21.0,0,14257,0,-1.3,-3.1,-0.2,9.6
33:21.1,0,14223,0.1,-1.2,-3.2,0.3,9.6
33:21.2,0,14126,0,-1.2,-3.2,-0.5,9.6
33:21.3,0,14106,0.1,-1.2,-3,0.7,9.6
33:21.4,0,14114,0.1,-1.1,-2.6,0.4,9.6
33:21.5,0,14212,0.1,-1,-2,0,9.3
33:21.6,0,14139,0,-1.1,-1.9,-0.9,9.3
33:21.7,0,14054,0,-1.1,-1.7,0.2,9.3
33:21.8,0,14023,0.1,-1,-1.9,0.1,9.3
33:21.9,0,14023,0,-1.1,-2,-0.3,9.3
33:22.0,0,13833,0.1,-0.6,-2.3,0.6,6.2
33:22.1,0,14007,0,-0.6,-2.6,-0.6,6.2
33:22.2,0,14133,0.1,-0.5,-3,0.7,6.2
33:22.3,0,14075,0.1,-0.5,-3.4,-0.3,6.2
33:22.4,0,14030,0.1,-0.3,-3.5,0.1,6.2
33:22.5,0,14005,0,-0.3,-3.5,-0.4,11.2
33:22.6,0,13777,0.1,-0.3,-3.4,0.3,11.2
33:22.7,0,13731,0.1,-0.2,-3.1,0.1,11.2
33:22.8,0,13486,0,-0.2,-3,-0.3,11.2
33:22.9,0,13476,0.1,-0.2,-2.7,0.5,11.2
33:23.0,0,13505,0.1,-0.3,-2.5,0.1,11.6
33:23.1,0,13490,0.1,-0.3,-2.4,-0.3,11.6
33:23.2,0,13307,0.1,-0.4,-2.2,0.3,11.6
33:23.3,0,13199,0.1,-0.4,-1.9,0,11.6
33:23.4,0,13258,0.1,-0.4,-1.8,0,11.6
33:23.5,0,13294,0.1,-0.4,-1.6,0.3,7.6
33:23.6,0,13351,0.1,-0.5,-1.4,-0.3,7.6
33:23.7,0,13466,0.1,-0.6,-1.4,-0.3,7.6
33:23.8,0,13779,0.1,-0.4,-1.3,0.4,7.6
33:23.9,0,13619,0.1,-0.3,-1.1,-0.2,7.6
33:24.0,0,13686,0,-0.2,-1,-0.5,9
33:24.1,0,13776,0.1,0.1,-1.4,0.2,9
33:24.2,0,13768,0,0.2,-1.6,-0.3,9
33:24.3,0,13814,0,0.3,-1.8,-0.1,9
33:24.4,0,13673,0.1,0.3,-2,0.4,10.8
33:24.5,0,13532,0.1,0.2,-2,0.3,10.8
33:24.7,0,13562,0,0,-1.8,-0.3,10.8
33:24.8,0,13026,0.1,-0.1,-1.6,0.2,10.8
33:24.9,0,12895,0.1,-0.1,-1.3,0.3,10.8
33:25.0,0,13249,0.1,-0.2,-1.2,0.3,9.7
33:25.1,0,13635,0.1,-0.2,-1.2,-0.2,9.7
33:25.2,0,13894,0.1,-0.2,-1.3,0,9.7
33:25.3,0,13940,0.1,-0.2,-1.3,0.3,9.7
33:25.4,0,13872,0.2,-0.2,-1.3,0.1,9.7
33:25.5,0,14339,0.2,-0.3,-1.3,0.2,11.2
33:25.6,0,14270,0.2,-0.4,-1.3,0.8,11.2
33:25.7,0,14187,0.3,-0.7,-1.4,0.2,11.2
33:25.8,0,14257,0.3,-1.1,-1.6,0.3,11.2
33:25.9,0,14467,0.3,-1.5,-1.8,0,11.2
33:26.0,0,14536,0.3,-1.8,-2.1,0.1,11.4
33:26.1,0,14561,0.3,-2.2,-2.3,0,11.4
33:26.2,0,14426,0.3,-2.8,-2.4,-0.3,11.4
33:26.3,0,14319,0.3,-3.3,-2.2,-0.1,11.4
33:26.4,0,14407,0.3,-3.7,-1.8,0,11.4
33:26.5,0,14236,0.2,-3.9,-1.3,-0.4,7.2
33:26.6,0,14100,0.2,-4.2,-1,-0.3,7.2
33:26.7,0,14130,0.2,-4.3,-0.8,-0.3,7.2
33:26.8,0,14214,0.2,-4.3,-0.8,0,7.2
33:26.9,0,14109,0.1,-4.2,-0.9,-0.4,7.2
33:27.0,0,14095,0.1,-4.1,-1,-0.1,14.4
33:27.1,0,14094,0.1,-3.9,-1.1,0.3,14.4
33:27.2,0,13842,0.1,-3.6,-1.3,-0.3,14.4
33:27.3,0,13888,0.1,-3.4,-1.4,-0.4,14.4
33:27.4,0,13883,0.1,-3.1,-1.5,-0.2,14.4
33:27.5,0,13800,0.1,-2.9,-1.3,0.1,14
33:27.6,0,13818,0.1,-2.7,-1.2,0.5,14
33:27.7,0,13668,0.1,-2.5,-1,-0.1,14
33:27.8,0,13723,0.1,-2.3,-1,-0.1,14
33:27.9,0,13923,0.1,-2.1,-1,-0.2,14
33:28.0,0,13997,0.1,-2,-0.8,0,9.4
33:28.1,0,13997,0.1,-2.2,-0.6,-0.2,9.4
33:28.2,0,13736,0.1,-2.9,-0.6,-0.2,9.4
33:28.3,0,14336,0.1,-3.7,-0.5,0.2,9.4
33:28.4,0,14437,0.1,-4.7,-0.4,0.1,9.4
33:28.5,0,14386,0.2,-5.8,-0.3,0.7,14.1
33:28.6,0,14442,0.2,-6.9,-0.1,0.2,14.1
33:28.7,0,14745,0.3,-8.1,0.2,0.8,14.1
33:28.8,0,14842,0.4,-9.1,0.4,0.9,14.1
33:28.9,0,14842,0.4,-9.8,0.5,0.9,14.1
33:29.0,0,14710,0.5,-10.5,0.5,1,10.7
33:29.1,0,14596,0.7,-11.1,0.7,1.2,10.7
33:29.2,0,14670,0.8,-11.4,1,1.5,10.7
33:29.3,0,14732,0.9,-11.6,1.3,1.2,10.7
33:29.4,0,14684,1,-11.8,1.3,1.2,10.7
33:29.5,0,14547,1.2,-11.8,1.2,1.5,13.7
33:29.6,0,14628,1.3,-11.9,1,1.4,13.7
33:29.7,0,14197,1.5,-11.7,0.6,1.5,13.7
33:29.8,0,14006,1.6,-11.3,0.2,1.2,13.7
33:29.9,0,13817,1.7,-11.1,-0.1,1.1,13.7
33:30.0,0,13801,1.8,-10.9,-0.3,1.2,9.7
33:30.1,0,13835,2,-10.6,-0.7,1.2,9.7
33:30.2,0,13662,2.1,-10.3,-1.1,1.1,9.7
33:30.3,0,13671,2.2,-9.9,-1.4,1.3,9.7
33:30.4,0,13909,2.3,-9.8,-1.6,0.6,9.7
33:30.5,0,13704,2.4,-9.6,-1.7,0.9,5.8
33:30.6,0,13573,2.5,-9.3,-1.9,1.1,5.8
33:30.7,0,13775,2.5,-9.3,-1.7,0.7,5.8
33:30.8,0,13980,2.6,-9.3,-1.3,0.8,5.8
33:30.9,0,13929,2.7,-9.3,-0.9,0.9,5.8
33:31.0,0,13945,2.8,-9.3,-0.3,1,9.5
33:31.1,0,13679,3,-9.4,0.7,0.7,9.5
33:31.2,0,13574,3.1,-9.6,1.2,0.8,9.5
33:31.3,0,13749,3.2,-9.8,1.7,1,9.5
33:31.4,0,13815,3.2,-9.9,2.2,0.9,10.8
33:31.5,0,13933,3.3,-10,2.5,1,10.8
33:31.6,0,13781,3.4,-10.3,2.8,0.9,10.8
33:31.8,0,13899,3.5,-10.5,3.1,0.7,10.8
33:31.9,0,13663,3.6,-10.6,3.4,1.1,10.8
33:32.0,0,13690,3.7,-10.8,3.9,0.8,4.6
33:32.1,0,13558,3.8,-10.9,4.2,1.2,4.6
33:32.2,0,13646,3.9,-11,4.3,1.5,4.6
33:32.3,0,13660,4,-11,4.2,0.9,4.6
33:32.4,0,13679,4.1,-11.1,3.9,0.9,4.6
33:32.5,0,13594,4.2,-11.1,3.5,1.1,12.3
33:32.6,0,13965,4.3,-11.1,3.2,1,12.3
33:32.7,0,13917,4.4,-10.9,2.5,1.1,12.3
33:32.8,0,14003,4.5,-10.8,1.8,0.9,12.3
33:32.9,0,13961,4.6,-10.9,1.2,1.1,12.3
33:33.0,0,13733,4.7,-11,0.9,0.6,13.1
33:33.1,0,14015,4.8,-11.1,0.7,0.8,13.1
33:33.2,0,13793,4.8,-11.3,0.7,0.6,13.1
33:33.3,0,13477,4.9,-11.3,0.8,1.1,13.1
33:33.4,0,13793,5,-11.4,1,1.1,13.1
33:33.5,0,13549,5.2,-11.5,1.3,1.4,9
33:33.6,0,13617,5.2,-11.6,1.2,0.3,9
33:33.7,0,13519,5.3,-11.7,1.1,1,9
33:33.8,0,13404,5.4,-12,1.4,0.9,9
33:33.9,0,13667,5.5,-12.3,1.5,0.9,9
33:34.0,0,13749,5.6,-12.6,1.5,1,13.8
33:34.1,0,13780,5.7,-12.9,1.5,0.9,13.8
33:34.2,0,13704,5.8,-13,1.4,1.3,13.8
33:34.3,0,13723,6,-13.1,1.2,1.5,13.8
33:34.4,0,13524,6.1,-13.2,0.9,0.9,13.8
33:34.5,0,13489,6.2,-13.1,0.8,1,8.8
33:34.6,0,13454,6.2,-13.1,0.8,0.8,8.8
33:34.7,0,13987,6.4,-13.1,0.9,1.3,8.8
33:34.8,0,13893,6.5,-13.1,0.9,1.3,8.8
33:34.9,0,13409,6.6,-13.1,1.2,1,8.8
33:35.0,0,13625,6.7,-12.9,1.7,1.3,15.1
33:35.1,0,13332,6.8,-12.9,1.7,0.8,15.1
33:35.2,0,13332,6.9,-12.8,1.5,1.2,15.1
33:35.3,0,13528,7,-12.8,1.2,1,15.1
33:35.4,0,13624,7.1,-12.8,0.8,0.9,15.1
33:35.5,0,13649,7.2,-12.7,0.7,0.9,8.6
33:35.6,0,13252,7.3,-12.6,0.5,1.2,8.6
33:35.7,0,13466,7.4,-11.8,0.1,1,8.6
33:35.8,0,13372,7.5,-11,0.2,0.6,8.6
33:35.9,0,13480,7.6,-10,0.4,0.7,8.6
33:36.0,0,13480,7.6,-8.7,0.6,0.4,9
33:36.1,0,13030,7.6,-7.2,0.6,0.4,9
33:36.2,0,13011,7.6,-5.3,0.5,0.1,9
33:36.3,0,12922,7.6,-3.3,0.3,-0.1,9
33:36.4,0,12640,7.6,-1.2,-0.2,-0.6,9
33:36.5,0,12822,7.5,0.5,-0.7,-0.9,11.8
33:36.6,0,12765,7.4,2.3,-1.3,-1.2,11.8
33:36.7,0,12682,7.2,3.6,-1.9,-1.6,11.8
33:36.8,0,12556,7.1,4.3,-2.2,-1.2,11.8
33:36.9,0,12632,6.9,4.8,-2.5,-1.8,11.8
33:37.0,0,12639,6.8,4.9,-2.5,-1.5,3.7
33:37.1,0,12722,6.6,5,-2.4,-1.8,3.7
33:37.2,0,12299,6.4,4.9,-1.9,-1.9,3.7
33:37.3,0,12367,6.2,4.6,-1.3,-1.6,3.7
33:37.4,0,12840,6.1,4.1,-0.4,-1.5,3.7
33:37.5,0,13410,5.9,3.4,0.3,-1.5,5.8
33:37.6,0,13534,5.8,2.4,0.7,-1.2,5.8
33:37.7,0,13409,5.7,1.6,0.8,-1.2,5.8
33:37.8,0,13593,5.6,0.5,0.8,-1.2,5.8
33:37.9,0,13267,5.5,-0.2,0.5,-0.9,11.9
33:38.0,0,13713,5.4,-1,0.3,-0.9,11.9
33:38.1,0,13192,5.3,-1.4,0.1,-0.7,11.9
33:38.2,0,13438,5.3,-1.6,-0.1,-0.4,11.9
33:38.3,0,13303,5.2,-1.6,-0.2,-0.4,11.9
33:38.4,0,13508,5.2,-1.5,-0.3,-0.5,7
33:38.6,0,13580,5.1,-1.2,-0.5,-0.7,7
33:38.7,0,13444,5,-0.7,-0.6,-0.9,7
33:38.8,0,13614,4.9,-0.3,-0.4,-0.7,7
33:38.9,0,13492,4.9,-0.2,0,-0.4,7
33:39.0,0,13307,4.8,0.2,0.5,-0.8,16.3
33:39.1,0,13154,4.8,0.5,0.9,-0.7,16.3
33:39.2,0,13163,4.7,0.9,1.1,-0.5,16.3
33:39.3,0,13317,4.6,1.3,1.3,-0.9,16.3
33:39.4,0,13025,4.5,1.8,1.3,-1.2,16.3
33:39.5,0,13211,4.4,2.2,1.4,-0.8,5.3
33:39.6,0,13439,4.3,2.6,1.5,-1.2,5.3
33:39.7,0,13605,4.2,3.2,1.4,-1.1,5.3
33:39.8,0,13368,4.1,3.6,1.4,-0.9,5.3
33:39.9,0,13632,3.9,3.9,1.4,-1.6,5.3
33:40.0,0,13177,3.8,3.9,1.6,-1.5,5
33:40.1,0,12597,3.7,3.5,1.7,-1,5
33:40.2,0,12566,3.4,2.7,1.5,-1.2,5
33:40.3,0,12391,3.3,2.4,1.5,-1.1,5
33:40.4,0,12823,3.3,2.3,1.5,-0.8,5
33:40.5,0,13295,3.2,2.1,1.5,-1,9.3
33:40.6,0,12991,3,2,1.7,-1.1,9.3
33:40.7,0,13017,3,2,2,-0.8,9.3
33:40.8,0,13307,2.9,2,2.2,-0.7,9.3
33:40.9,0,13221,2.8,2.1,2.3,-0.8,9.3
33:41.0,0,13711,2.7,2.2,1.9,-0.8,11.8
33:41.1,0,13662,2.7,2.4,1.5,-0.8,11.8
33:41.2,0,13448,2.6,2.6,1.3,-1,11.8
33:41.3,0,13277,2.5,2.8,1.2,-1,11.8
33:41.4,0,13620,2.4,3,1,-1,11.8
33:41.5,0,13613,2.3,3.3,0.9,-0.6,9
33:41.6,0,13782,2.2,3.7,0.9,-1,9
33:41.7,0,13542,2.1,3.8,0.9,-1.3,9
33:41.8,0,13447,2,4,1,-0.9,9
33:41.9,0,13825,1.9,4.2,1.1,-1.1,9
33:42.0,0,13476,1.7,4.3,1.1,-1.3,5.4
33:42.1,0,13471,1.6,4.3,1.3,-1.3,5.4
33:42.2,0,13623,1.5,4.3,1.5,-0.8,5.4
33:42.3,0,13741,1.4,4.3,1.6,-1.2,5.4
33:42.4,0,13665,1.3,4.2,1.7,-1,5.4
33:42.5,0,13624,1.2,4.1,1.9,-1.3,10.1
33:42.6,0,13722,1.1,3.9,2.3,-1.1,10.1
33:45.7,0,15299,0.1,-1.9,1.3,0.2,11.8
33:52.0,0,13527,0.1,-1.5,-1.9,0.6,10.9
33:52.1,0,13833,0.1,-2.4,-1.4,0.3,10.9
33:52.2,0,13892,0.2,-3.3,-1,0.5,10.9
33:52.3,0,14126,0.3,-4.1,-0.7,0.7,10.9
33:52.4,0,14214,0.3,-4.8,-0.5,0.8,12.7
33:52.5,6,14119,0.4,-5.6,-0.3,0.5,12.7
33:52.7,47,14210,0.5,-6.3,-0.3,0.8,12.7
33:52.8,67,14293,0.6,-6.7,-0.5,1.3,12.7
33:52.9,59,14392,0.7,-7.2,-0.7,1,12.7
33:53.0,50,14557,0.8,-7.5,-0.8,1.2,10.3
33:53.1,50,14626,0.9,-7.8,-0.9,1.1,10.3
33:53.2,52,14517,1.1,-7.8,-0.8,1.4,10.3
33:53.3,46,14619,1.2,-7.7,-0.7,1.3,10.3
33:53.4,39,14606,1.3,-7.7,-0.5,1,10.3
33:53.5,35,14614,1.4,-7.4,-0.2,1.4,9.6
33:53.6,36,14579,1.6,-7.2,-0.1,1.5,9.6
33:53.7,40,14517,1.7,-6.8,-0.1,1.2,9.6
33:53.8,43,14477,1.8,-6.5,-0.1,0.8,9.6
33:53.9,42,14254,1.9,-6.3,-0.2,0.9,9.6
33:54.0,40,13917,2,-6,-0.2,1.2,8.9
33:54.1,39,14073,2.1,-5.9,-0.2,0.8,8.9
33:54.2,39,14222,2.3,-5.7,-0.3,1,8.9
33:54.3,36,14201,2.4,-5.7,-0.6,0.9,8.9
33:54.4,33,14255,2.5,-5.7,-0.9,0.9,8.9
33:54.5,33,14164,2.5,-5.7,-1.1,0.9,9.6
33:54.6,35,14018,2.6,-5.6,-1.1,0.9,9.6
33:54.7,35,14207,2.7,-5.4,-1.1,0.9,9.6
33:54.8,34,14157,2.8,-5.3,-0.9,0.9,9.6
33:54.9,35,14110,2.9,-5.4,-0.8,0.7,9.6
33:55.0,37,14364,3,-5.6,-0.6,0.8,9.2
33:55.1,38,14279,3,-5.8,-0.5,0.8,9.2
33:55.2,42,14167,3.1,-6.1,-0.4,1,9.2
33:55.3,46,14119,3.2,-6.4,-0.2,0.9,9.2
33:55.4,46,14171,3.3,-6.6,-0.2,1,9.2
33:55.5,46,14208,3.4,-6.7,-0.2,0.8,11.3
33:55.6,43,14298,3.5,-6.8,-0.4,0.9,11.3
33:55.7,42,14442,3.6,-6.9,-0.6,0.8,11.3
33:55.8,40,14299,3.7,-6.9,-0.8,1,11.3
33:55.9,41,14303,3.7,-7,-1,0.7,11.3
33:56.0,44,14375,3.8,-7.2,-1.2,1,10.2
33:56.1,46,14473,3.9,-7.5,-1.3,1,10.2
33:56.2,45,14362,4.1,-7.8,-1.4,1.2,10.2
33:56.3,45,14236,4.2,-7.9,-1.6,1.2,10.2
33:56.4,47,14009,4.3,-7.9,-1.8,0.9,10.2
33:56.5,54,13772,4.4,-8,-1.8,0.9,11.8
33:56.6,58,13869,4.5,-8,-1.7,1.1,11.8
33:56.7,57,13723,4.6,-7.9,-1.7,1.1,11.8
33:56.8,53,13740,4.7,-7.9,-1.5,0.8,11.8
33:56.9,50,13834,4.8,-8,-1.5,0.9,11.8
33:57.0,50,13919,4.9,-8,-1.3,1,12.9
33:57.1,52,13988,5,-8.1,-1.2,1.1,12.9
33:57.2,53,13978,5.1,-8.2,-1.1,1.2,12.9
33:57.3,51,14069,5.2,-8.3,-1.1,1,12.9
33:57.4,52,13972,5.3,-8.4,-1.2,0.8,11.7
33:57.6,59,13778,5.4,-8.4,-1.4,1.2,11.7
33:57.7,66,13974,5.5,-8.5,-1.7,1.3,11.7
33:57.8,69,13973,5.6,-8.5,-1.9,0.9,11.7
33:57.9,65,13941,5.7,-8.5,-2.2,1.2,11.7
33:58.0,61,13932,5.8,-8.2,-2.3,0.9,14.6
33:58.1,57,14006,5.9,-8,-2.3,1,14.6
33:58.2,60,14286,6,-7.9,-2.2,1.2,14.6
33:58.3,64,14632,6.1,-8.1,-1.9,0.9,14.6
33:58.4,64,14505,6.2,-8.2,-2.1,0.8,14.6
33:58.5,66,13919,6.3,-8.3,-2.2,0.9,9.4
33:58.6,73,13677,6.4,-8.3,-2.3,1.1,9.4
33:58.7,77,13761,6.5,-8.2,-2.3,0.8,9.4
33:58.8,75,13839,6.6,-8.3,-2.4,1,9.4
33:58.9,70,13770,6.7,-8.3,-2.2,0.9,9.4
33:59.0,65,13538,6.8,-8.4,-2,1,11.7
33:59.1,64,13338,6.9,-8.7,-1.4,0.9,11.7
33:59.2,66,13087,7,-8.7,-1,1,11.7
33:59.3,70,13249,7.1,-8.9,-0.6,0.7,11.7
33:59.4,78,12919,7.2,-9.2,-0.2,0.8,11.7
33:59.5,87,13289,7.3,-9.5,0.1,1.2,13.9
33:59.6,84,13626,7.4,-9.6,0.3,1.1,13.9
33:59.7,79,13843,7.5,-9.8,0.4,0.7,13.9
33:59.8,75,13523,7.6,-9.8,0.5,1.1,13.9
33:59.9,71,13187,7.7,-9.6,0.6,0.8,13.9
34:00.0,68,13244,7.8,-9.3,0.5,0.8,14.5
34:00.1,76,12589,7.8,-8.7,0.3,0.9,14.5
34:00.2,87,12383,7.9,-7.9,-0.1,0.7,14.5
34:00.3,93,12383,8,-7,-0.4,0.5,14.5
34:00.4,91,12590,8,-6.2,-0.8,0.2,14.5
34:00.5,85,12640,8,-5.5,-1,0.1,12.5
34:00.6,81,13078,8,-4.9,-1.1,0,12.5
34:00.7,75,13318,8,-4.5,-1.4,0.3,12.5
34:00.8,78,13816,8,-3.9,-1.7,0.1,12.5
34:00.9,87,13932,8,-3.4,-2,-0.3,12.5
34:01.0,93,13994,8,-2.9,-2.3,0.1,12.7
34:01.1,93,14143,8,-2.6,-2.4,0,12.7
34:01.2,86,14143,8,-2.5,-2.4,-0.1,12.7
34:01.3,79,14221,8,-2.4,-2.5,0,12.7
34:01.4,75,13675,8,-2.3,-2.6,-0.3,12.7
34:01.5,81,13484,7.9,-2.1,-2.8,-0.3,10.3
34:01.6,90,13283,7.9,-2,-2.9,-0.4,10.3
34:01.7,92,13312,7.9,-2,-3,-0.2,10.3
34:01.8,88,13468,7.8,-2,-2.8,-0.3,10.3
34:01.9,84,13081,7.8,-2.2,-2.5,-0.4,10.3
34:02.0,81,12753,7.8,-2.6,-2.1,-0.2,11.4
34:02.1,79,12753,7.8,-3.1,-1.7,-0.1,11.4
34:02.2,84,12675,7.8,-3.5,-1.3,-0.2,11.4
34:02.3,91,12147,7.8,-3.9,-0.8,0.1,11.4
34:02.5,90,12447,7.8,-4.2,-0.6,0.2,11.4
34:02.6,85,12390,7.8,-4.5,-0.3,0.2,12
34:02.7,79,12442,7.8,-4.6,-0.2,0,12
34:02.8,76,12329,7.8,-4.8,-0.2,0,12
34:02.9,77,11586,7.8,-4.9,-0.2,0.3,12
34:03.0,84,11739,7.8,-4.9,-0.2,-0.1,12
34:03.1,91,11739,7.8,-4.9,-0.1,0.3,14.1
34:03.2,90,12256,7.9,-4.9,0,0.5,14.1
34:03.3,85,12206,7.9,-5,0.1,0.2,14.1
34:03.4,80,11956,7.9,-5.1,0.2,0.3,14.1
34:03.5,77,11966,8,-4.9,0,0.2,10
34:03.6,77,12154,8,-5,0.1,0.3,10
34:03.7,81,12226,8,-4.8,0,0.3,10
34:03.8,90,12621,8,-4.7,-0.1,0.4,10
34:03.9,89,12684,8.1,-4.2,-0.3,0,10
34:04.0,81,12685,8.1,-3.9,-0.5,0.1,6.5
34:04.1,76,12713,8.1,-3.6,-0.7,0.2,6.5
34:04.2,74,12678,8.1,-3.5,-0.9,0.1,6.5
34:04.3,84,12589,8.1,-3.2,-0.9,0.3,6.5
34:04.4,95,12528,8.1,-3,-0.9,0.1,6.5
34:04.5,95,12580,8.2,-2.8,-1.1,0.1,6.5
34:04.6,89,13210,8.2,-2.6,-1.6,0.1,6.5
34:04.7,84,13061,8.1,-2.1,-1.9,-0.4,6.5
34:04.8,81,13303,8.1,-1.5,-2.3,-0.1,6.5
34:04.9,80,12834,8.1,-0.4,-2.5,0,6.5
34:05.0,89,12852,8.1,0.8,-2.8,-0.5,11
34:05.1,95,12443,8,2.2,-2.8,-0.5,11
34:05.2,90,12589,7.9,3.4,-2.7,-0.8,11
34:05.3,82,12797,7.8,4.6,-2.5,-0.8,11
34:05.4,78,12932,7.7,5.8,-2.4,-1.1,11
34:05.5,78,13078,7.6,6.7,-2,-1.5,6.4
34:05.6,77,12841,7.5,7.4,-1.7,-1.4,6.4
34:05.7,82,12725,7.3,7.9,-1.5,-1.2,6.4
34:05.8,90,13239,7.2,8.3,-1.3,-1.4,6.4
34:05.9,89,13005,7,8.6,-1.1,-1.5,6.4
34:06.0,80,12999,6.9,8.6,-0.8,-1.5,11
34:06.1,75,13287,6.7,8.4,-0.5,-1.5,11
34:06.2,70,13268,6.6,7.9,-0.2,-1.5,11
34:06.3,69,13321,6.4,7.3,0.2,-1.6,11
34:06.4,74,13265,6.3,6.8,0.5,-1.3,11
34:06.5,80,13088,6.2,6.2,0.9,-1,11.6
34:06.6,79,13051,6.1,5.6,1.1,-1.2,11.6
34:06.7,71,13138,6,5.1,1.2,-0.9,11.6
34:06.8,64,13394,5.9,4.7,1.2,-0.9,11.6
34:06.9,61,13617,5.8,4.3,1.1,-0.8,11.6
34:07.0,60,13528,5.7,4.1,0.9,-1,11.7
34:07.2,61,13267,5.6,3.9,0.7,-1,11.7
34:07.3,65,13067,5.5,3.8,0.5,-0.8,11.7
34:07.4,69,13103,5.5,3.8,0.2,-0.6,11.7
34:07.5,72,12925,5.4,4,0.1,-0.7,11.7
34:07.6,70,12885,5.3,4.2,0,-0.8,11.3
34:07.7,65,12821,5.2,4.5,-0.1,-0.7,11.3
34:07.8,58,12817,5.2,4.9,-0.1,-0.8,11.3
34:07.9,55,12847,5.1,5.2,-0.3,-0.9,11.3
34:08.0,56,13260,5,5.5,-0.3,-0.9,11.3
34:08.1,57,13236,4.9,5.7,-0.5,-0.8,7.9
34:08.2,56,13019,4.8,5.9,-0.5,-1,7.9
34:08.3,59,12879,4.7,6,-0.5,-1,7.9
34:08.4,63,12604,4.6,6.2,-0.4,-1,7.9
34:08.5,64,12730,4.5,6.3,-0.2,-1,9.2
