time_s,wheel_speed,raw_weight,velocity,pitch,roll,acc,acc_z
41:35.3,0,9995,0,-0.5,2.2,0.1,10.2
41:35.4,0,8202,0.1,-0.6,2.1,0.9,11.9
41:35.5,0,8266,0.1,-0.6,2.2,-0.5,11.9
41:35.6,0,8722,0.1,-0.4,2.2,0.1,11.9
41:35.7,0,8734,0,-0.5,2.2,-0.5,11.9
41:35.8,0,8729,0.1,-0.4,2.3,0.9,11.9
41:35.9,0,8834,0.1,-0.4,2.3,-0.4,7.4
41:36.0,0,8862,0,-0.5,2.3,-0.6,7.4
41:36.1,0,8932,0,-0.5,2.3,0.2,7.4
41:36.2,0,8876,0.1,-0.5,2.2,0.5,7.4
41:36.3,0,8985,0.1,-0.4,2.2,-0.1,9.4
41:36.4,0,8890,0,-0.4,2.2,-0.4,9.4
41:36.5,0,8855,0.1,-0.4,2.2,0.1,9.4
41:36.6,0,8882,0.1,-0.4,2.3,0.4,9.4
41:36.7,0,8899,0,-0.4,2.3,-0.6,9.4
41:36.8,0,8897,0,-0.4,2.3,0.1,12.8
41:36.9,0,8782,0,-0.2,2.4,0.1,12.8
41:37.0,0,8541,0,-0.1,2.3,-0.1,12.8
41:37.1,0,8363,0,-0.1,2.1,-0.4,12.8
41:37.2,0,8247,0,-0.1,1.7,0.2,12.8
41:37.3,0,8430,0,0,1.1,0,12.8
41:37.4,0,8619,0,0,0.6,0.2,9.1
41:37.5,0,8771,0,0.1,0.2,0.1,9.1
41:37.6,0,8979,0.1,0.2,-0.3,0.4,9.1
41:37.7,0,9164,0.1,0.2,-0.7,0.4,9.1
41:37.8,0,9416,0.1,0.3,-1,0.2,8.2
41:37.9,0,9696,0.2,0.2,-1,0.1,8.2
41:38.0,0,9638,0.1,0.2,-1.1,-0.2,8.2
41:38.1,0,9662,0.1,0.4,-0.8,-0.3,8.2
41:38.2,0,9563,0.2,0.6,-0.8,0.6,8.2
41:38.3,0,9422,0.2,0.6,-0.9,0.4,7.6
41:38.4,0,9329,0.2,0.3,-1.2,0.1,7.6
41:38.6,0,9356,0.2,0.3,-1.4,0.3,7.6
41:38.7,0,9456,0.3,0.2,-1.7,0.5,7.6
41:38.8,0,9087,0.3,0.4,-1.9,-0.2,7.6
41:38.9,0,9002,0.3,0.6,-2.3,0.2,12.1
41:39.0,0,8898,0.3,0.6,-2.7,-0.2,12.1
41:39.1,0,9133,0.3,0.9,-3.2,0.2,12.1
41:39.2,0,9150,0.4,1,-3.7,0.8,12.1
41:39.3,0,9171,0.4,0.9,-4.2,-0.2,12.1
41:39.4,0,9264,0.3,0.7,-4.6,-0.6,10.8
41:39.5,0,9081,0.3,0.4,-4.9,-0.4,10.8
41:39.6,0,9018,0.2,0,-5.3,-0.3,10.8
41:39.7,0,8992,0.2,-0.4,-5.4,0.1,10.8
41:39.8,0,9121,0.2,-0.4,-5.6,-0.3,10.8
41:39.9,0,9154,0.2,-0.5,-5.5,-0.5,9.2
41:40.0,0,9299,0.2,-0.7,-5.3,0,9.2
41:40.1,0,9344,0.1,-0.8,-5.1,-0.4,9.2
41:40.2,0,9267,0.1,-1.2,-4.9,0.1,9.2
41:40.3,0,9416,0.1,-1.5,-4.4,0.1,9.2
41:40.4,0,9721,0.1,-1.8,-3.8,-0.3,10.8
41:40.5,0,9626,0.1,-1.9,-3.5,-0.5,10.8
41:40.6,0,9252,0.1,-1.9,-3.3,-0.1,10.8
41:40.7,0,9185,0,-2,-3,-0.2,10.8
41:40.8,0,9142,0.1,-1.5,-3.3,0.7,10.8
41:40.9,0,8929,0.1,-1.3,-3.2,0,9.3
41:41.0,0,8868,0,-0.8,-3.3,-0.7,9.3
41:41.1,0,8903,0.1,-0.5,-3.3,0.2,9.3
41:41.2,0,8978,0.2,-0.4,-3,0.9,9.3
41:41.3,0,9023,0.1,-0.2,-3,-0.8,9.3
41:41.4,0,8976,0.2,-0.3,-2.7,0.9,12.2
41:41.5,0,9166,0.1,-0.4,-2.1,-0.5,12.2
41:41.6,0,8997,0.1,-0.6,-2,0,12.2
41:41.7,0,8947,0.1,-0.9,-1.8,-0.4,12.2
41:41.8,0,8947,0.1,-1,-1.8,-0.2,12.2
41:41.9,0,9130,0.1,-1.2,-1.9,-0.2,6.4
41:42.0,0,9125,0,-1.3,-2,-0.1,6.4
41:42.1,0,9280,0.1,-1.3,-2.3,0.2,6.4
41:42.2,0,9291,0.1,-1.4,-2.5,0.1,6.4
41:42.3,0,9151,0.1,-1.5,-2.7,0.3,6.4
41:42.4,0,9201,0.1,-1.7,-2.6,-0.1,8.1
41:42.5,0,9575,0.1,-1.8,-2.4,-0.1,8.1
41:42.6,0,9575,0.1,-1.8,-2.1,-0.2,8.1
41:42.7,0,9519,0.1,-2,-2,0,8.1
41:42.8,0,9254,0.1,-2,-2.1,0,8.1
41:42.9,0,9067,0,-2.1,-2.1,-0.3,14.8
41:43.0,0,9068,0,-2.1,-2.4,0,14.8
41:43.1,0,9031,0,-2.1,-2.3,-0.2,14.8
41:43.2,0,8858,0,-1.8,-2.5,-0.1,14.8
41:43.3,0,8872,0,-1.9,-2.6,0.3,14.8
41:43.4,0,8841,0.1,-1.9,-2.6,0.2,7.1
41:43.5,0,8770,0,-1.8,-2.8,-0.2,7.1
41:43.6,0,8837,0.1,-1.7,-3,0.3,7.1
41:43.7,0,9016,0.1,-1.5,-3,-0.1,7.1
41:43.8,0,9017,0.1,-1.2,-3.2,0.1,7.1
41:43.9,0,9130,0.1,-0.9,-3.1,0.3,5.9
41:44.0,0,9163,0.1,-0.8,-3.1,-0.3,5.9
41:44.1,0,9312,0.1,-0.6,-3.3,0.1,5.9
41:44.2,0,9388,0.1,-0.6,-3.4,0,5.9
41:44.3,0,9489,0.1,-0.4,-3.4,0.1,5.9
41:44.4,0,9387,0.1,-0.5,-3.6,0.1,6.7
41:44.5,0,9382,0.1,-0.5,-3.5,-0.4,6.7
41:44.6,0,9256,0.1,-0.7,-3.2,0,6.7
41:44.7,0,9464,0.1,-0.8,-3,0.3,6.7
41:44.8,0,9405,0.1,-0.6,-2.4,0.2,6.7
41:44.9,0,9132,0.1,-0.6,-2.5,-0.3,13.9
41:45.0,0,9158,0.1,-0.4,-2.4,0.3,13.9
41:45.1,0,9082,0.1,-0.2,-2.5,0.1,13.9
41:45.2,0,9084,0.1,-0.2,-2.8,-0.1,13.9
41:45.3,0,9100,0.1,-0.2,-2.7,-0.1,13.9
41:45.5,0,9147,0.1,-0.1,-2.9,-0.2,7.2
41:45.6,0,9034,0.1,-0.2,-2.8,-0.1,7.2
41:45.7,0,8944,0.1,-0.1,-2.8,0.1,7.2
41:45.8,0,8862,0.1,-0.1,-2.8,-0.1,7.2
41:45.9,0,8687,0,-0.2,-2.5,-0.2,7.2
41:46.0,0,8569,0,-0.1,-2.6,0,11.2
41:46.1,0,8583,0,-0.1,-2.5,0.1,11.2
41:46.2,0,8563,0.1,0,-2.2,0.1,11.2
41:46.3,0,8511,0,-0.1,-2.2,-0.5,11.2
41:46.4,0,8319,0,0,-2.2,0.2,11.2
41:46.5,0,8380,0.1,0,-2,0.3,11.4
41:46.6,0,8379,0.1,-0.1,-2,-0.1,11.4
41:46.7,0,8334,0,-0.2,-2,-0.2,11.4
41:46.8,0,8421,0,-0.2,-1.9,0.2,11.4
41:46.9,0,8622,0,-0.2,-2.2,-0.2,11.4
41:47.0,0,8705,0,-0.2,-2.4,0,10.4
41:47.1,0,8506,0,-0.1,-2.5,0.1,10.4
41:47.2,0,8600,0.1,-0.2,-2.5,0.2,10.4
41:47.3,0,8386,0.1,0,-2.3,0,10.4
41:47.4,0,8443,0.1,0.1,-2.2,-0.1,10.4
41:47.5,0,8605,0,0.1,-2.2,-0.2,13
41:47.6,0,8527,0,0.1,-2.1,0,13
41:47.7,0,8620,0,0,-1.8,0.1,13
41:47.8,0,8330,0,-0.1,-1.5,-0.1,13
41:47.9,0,7954,0.1,-0.2,-1.1,0.2,13
41:48.0,0,8181,0.1,-0.1,-0.7,0.1,13.5
41:48.1,0,8651,0.1,-0.2,-0.4,0.1,13.5
41:48.2,0,9175,0.1,-0.1,-0.4,0.7,13.5
41:48.3,0,9610,0.1,0.1,-0.5,0.1,13.5
41:48.4,0,9677,0.2,0.2,-0.6,0.3,13.5
41:48.5,0,9572,0.2,0.4,-0.9,0.3,14
41:48.6,0,9436,0.3,0.7,-1.2,0.4,14
41:48.7,0,9373,0.3,0.7,-1.7,0.1,14
41:48.8,0,9421,0.3,0.8,-2.1,0.4,14
41:48.9,0,9396,0.3,0.9,-2.6,0,14
41:49.0,0,9356,0.3,1.2,-2.9,0.2,9.6
41:49.1,0,9222,0.3,1.4,-3,0,9.6
41:49.2,0,9165,0.3,1.6,-3,0.1,9.6
41:49.3,0,9257,0.3,2,-3.1,0.3,9.6
41:49.4,0,9134,0.4,2.6,-3.1,0.1,9.6
41:49.5,0,8961,0.3,3.1,-3.1,-0.6,9.9
41:49.6,0,9140,0.2,3.6,-2.9,-0.6,9.9
41:49.7,0,9079,0.2,4,-2.7,-0.2,9.9
41:49.8,0,9079,0.2,4.4,-2.3,-0.1,9.9
41:49.9,0,8797,0.2,4.6,-2.1,-0.5,9.9
41:50.0,0,8794,0.1,4.7,-1.7,-0.4,10.1
41:50.1,0,8984,0.1,4.6,-1.4,-0.4,10.1
41:50.2,0,9016,0.1,4.1,-1.1,-0.2,10.1
41:50.3,0,8994,0,3.2,-0.8,-0.3,10.1
41:50.4,0,9083,0,2.1,-0.5,0,10.1
41:50.5,0,9237,0.1,0.8,-0.3,0.3,10.5
41:50.6,0,9194,0.1,-0.5,-0.2,0.4,10.5
41:50.7,0,9194,0.2,-1.8,-0.1,0.4,10.5
41:50.8,0,8971,0.2,-3.1,0.1,0.6,10.5
41:50.9,0,8954,0.3,-4.2,0.2,1.1,9.2
41:51.0,0,8968,0.4,-5.2,0.2,1.2,9.2
41:51.1,0,8882,0.5,-6,0.2,1.1,9.2
41:51.2,0,8776,0.7,-6.6,0.1,1.4,9.2
41:51.3,0,8759,0.9,-7.1,0,1.7,9.2
41:51.4,0,8964,1,-7.3,-0.2,1.6,11.1
41:51.5,0,8953,1.1,-7.4,-0.4,1.2,11.1
41:51.6,0,9027,1.3,-7.5,-0.7,1.6,11.1
41:51.8,0,9190,1.6,-7.1,-1.4,1.2,11.1
41:51.9,0,9232,1.7,-6.6,-1.6,1.4,11.1
41:52.0,0,9202,1.9,-6.1,-1.8,1.3,11.3
41:52.1,0,9196,2,-5.7,-1.9,1.3,11.3
41:52.2,0,9264,2.1,-5.1,-2.1,1.2,11.3
41:52.3,0,9296,2.2,-4.5,-2.2,0.9,11.3
41:52.4,0,9265,2.3,-4.1,-2.1,0.9,11.3
41:52.5,0,9215,2.4,-3.8,-1.9,0.8,11.3
41:52.6,0,9215,2.4,-3.5,-1.8,0.8,11.3
41:52.7,0,9181,2.5,-3.3,-1.6,1,11.3
41:52.8,0,9035,2.6,-3.1,-1.4,0.8,11.3
41:52.9,0,8939,2.7,-3,-1.3,0.7,11.3
41:53.0,0,8929,2.8,-2.9,-1.3,0.6,7.6
41:53.1,0,8873,2.8,-2.9,-1.2,0.7,7.6
41:53.2,0,8995,2.9,-3,-1.2,0.6,7.6
41:53.3,0,9077,3,-3.2,-1.2,0.7,7.6
41:53.4,0,8920,3,-3.5,-1.2,0.8,7.6
41:53.5,0,9023,3.1,-3.8,-1.3,0.8,8
41:53.6,0,9061,3.2,-4.2,-1.3,0.8,8
41:53.7,0,9065,3.3,-4.5,-1.2,0.8,8
41:53.8,0,9118,3.4,-4.8,-1.2,0.8,8
41:53.9,0,9134,3.4,-5,-1.1,0.9,8
41:54.0,0,9028,3.5,-5.3,-1,0.9,6.8
41:54.1,0,9041,3.6,-5.5,-1,0.9,6.8
41:54.2,0,8992,3.7,-5.8,-1,0.7,6.8
41:54.3,0,9020,3.8,-6.2,-0.9,1.2,6.8
41:54.4,0,9104,3.9,-6.5,-0.9,1.1,6.8
41:54.5,0,9155,4,-6.8,-0.9,1,12.4
41:54.6,0,9078,4.1,-7.1,-1,1.1,12.4
41:54.7,0,9020,4.3,-7.4,-1,1.1,12.4
41:54.8,0,9070,4.4,-7.5,-1.1,1.4,12.4
41:54.9,0,9130,4.5,-7.5,-1.1,1.1,12.4
41:55.0,0,9161,4.6,-7.5,-1.3,1.3,9
41:55.1,0,9173,4.7,-7.4,-1.4,1.2,9
41:55.2,0,9187,4.8,-7.2,-1.5,1,9
41:55.3,0,9138,5,-7.1,-1.6,1.1,9
41:55.4,0,9107,5,-7,-1.6,0.9,9
41:55.5,0,9251,5.1,-6.9,-1.5,1,10.4
41:55.6,0,9132,5.2,-6.9,-1.5,0.9,10.4
41:55.7,0,9131,5.4,-6.9,-1.4,1.2,10.4
41:55.8,0,9016,5.5,-6.9,-1.4,1,10.4
41:55.9,0,8950,5.6,-6.9,-1.5,1,10.4
41:56.0,0,9094,5.7,-6.8,-1.6,1.1,8
41:56.1,0,9024,5.7,-6.8,-1.8,0.8,8
41:56.2,0,9135,5.8,-6.8,-2,1,8
41:56.3,0,9097,5.9,-6.8,-2.1,0.8,8
41:56.4,0,9125,6,-6.9,-2.1,0.6,8
41:56.5,0,9162,6.1,-6.7,-2.1,1,11.3
41:56.6,0,8957,6.2,-6,-2.1,0.7,11.3
41:56.7,0,8783,6.2,-5.1,-2,0.3,11.3
41:56.8,0,8886,6.2,-3.9,-1.9,0.4,11.3
41:56.9,0,8821,6.2,-2.3,-1.8,0.1,11.3
41:57.0,0,8844,6.2,-0.7,-1.6,-0.3,10.1
41:57.1,0,8844,6.2,1,-1.5,-0.2,10.1
41:57.2,0,9092,6.1,2.7,-1.4,-0.5,10.1
41:57.3,0,8921,6,4.1,-1.3,-1,10.1
41:57.4,0,9022,5.9,5.4,-1.5,-1.3,11.2
41:57.5,0,8996,5.8,6.6,-1.3,-0.9,11.2
41:57.6,0,9022,5.7,7.5,-1.3,-1.3,11.2
41:57.7,0,8993,5.5,8.2,-1.4,-1.9,11.2
41:57.8,0,9122,5.3,8.7,-1.4,-1.8,11.2
41:57.9,0,9300,5.2,8.7,-1.6,-1.6,10.1
41:58.0,0,9300,5,8.5,-1.6,-1.7,10.1
41:58.1,0,9406,4.8,7.9,-1.5,-1.7,10.1
41:58.2,0,9420,4.7,7.1,-1.2,-1.4,10.1
41:58.3,0,9404,4.6,6.5,-1.1,-1.3,10.1
41:58.4,0,9320,4.4,5.7,-0.9,-1.3,8.9
41:58.5,0,9203,4.3,5,-0.7,-1.1,8.9
41:58.6,0,9350,4.2,4.3,-0.5,-0.9,8.9
41:58.7,0,9402,4.1,3.8,-0.3,-0.8,8.9
41:58.9,0,9337,4,3,0,-0.7,8.9
41:59.0,0,9261,4,2.8,-0.1,-0.5,5.9
41:59.1,0,9288,3.9,2.7,-0.1,-0.7,5.9
41:59.2,0,9209,3.8,2.7,-0.2,-0.8,5.9
41:59.3,0,9347,3.8,2.8,-0.4,-0.4,5.9
41:59.4,0,9301,3.7,3,-0.6,-0.6,5.9
41:59.5,0,9257,3.6,3.3,-0.7,-0.6,13.2
41:59.6,0,9204,3.6,3.7,-0.9,-0.8,13.2
41:59.7,0,9199,3.5,4.1,-0.9,-0.6,13.2
41:59.8,0,9014,3.5,4.5,-1,-0.6,13.2
41:59.9,0,9063,3.4,5,-0.9,-0.8,13.2
42:00.0,0,9221,3.3,5.4,-0.9,-0.9,9.6
42:00.1,0,9158,3.2,5.7,-0.9,-0.8,9.6
42:00.2,0,9114,3.1,6.1,-0.9,-1,9.6
42:00.3,0,9179,3,6.5,-0.9,-1,9.6
42:00.4,0,9182,2.9,6.8,-0.9,-1.1,9.6
42:00.5,0,9086,2.8,7,-0.9,-1.1,8.8
42:00.6,0,9121,2.7,7.2,-0.8,-1.1,8.8
42:00.7,0,9183,2.6,7.4,-0.7,-1.1,8.8
42:00.8,0,9159,2.4,7.5,-0.6,-1.4,8.8
42:00.9,0,9161,2.3,7.6,-0.4,-1.1,8.8
42:01.0,0,9138,2.2,7.7,-0.3,-1.1,12.2
42:01.1,0,9049,2.1,7.6,-0.1,-1.2,12.2
42:01.2,0,9163,2,7.5,0,-1.3,12.2
42:01.3,0,9204,1.9,7.4,0.1,-1.1,12.2
42:01.4,0,9148,1.8,7.3,0.1,-1.1,12.2
42:01.5,0,9179,1.6,7.1,0.2,-1.3,11.3
42:01.6,0,9161,1.5,6.8,0.2,-0.8,11.3
42:01.7,0,9226,1.4,6.6,0.2,-1,11.3
42:01.8,0,9263,1.3,6.3,0.3,-1,11.3
42:01.9,0,9130,1.3,6.3,0.3,-0.7,11.3
42:02.0,0,9161,1.2,6.2,0.3,-1,11
42:02.1,0,9215,1.1,6.2,0.3,-0.9,11
42:05.2,20,9949,0.3,2,-1,0.7,11.4
42:06.3,0,9654,0.2,5.9,0,0.4,7.8
42:06.5,0,9461,0.2,6.4,0.6,0.2,6.3
42:06.6,0,9139,0.3,7.1,1,0.8,6.3
42:06.7,9,8897,0.4,7.8,1.3,0.8,6.3
42:06.8,33,8774,0.5,8.6,1.7,1.1,6.3
42:06.9,40,8801,0.6,9.3,2.2,0.9,6.3
42:07.0,38,8750,0.6,9.8,2.7,0.5,2.9
42:07.1,33,8887,0.7,10,3,0.9,2.9
42:07.2,28,9163,0.8,10.2,3.2,1.2,2.9
42:07.3,24,9173,1,10.4,3.3,1.2,2.9
42:07.4,24,9094,1.1,10.7,3.3,1.2,2.9
42:07.5,25,8816,1.3,11,3.3,1,14.1
42:07.6,27,8795,1.3,11.1,3.1,0,14.1
42:07.7,30,8892,1.4,11.1,3,1.5,14.1
42:07.8,33,8709,1.6,11,2.8,1.6,14.1
42:07.9,37,8493,1.7,10.8,2.5,1,14.1
42:08.0,44,8533,1.8,10.8,2.2,1.3,11.4
42:08.1,42,8853,1.9,10.6,1.8,1.2,11.4
42:08.2,38,8722,2,10.3,1.4,1,11.4
42:08.3,39,8672,2.1,10,1,0.9,11.4
42:08.4,39,8678,2.2,9.7,0.7,1,11.4
42:08.5,37,8692,2.3,9.6,0.2,1,6.2
42:08.6,35,8714,2.4,9.4,-0.1,1.1,6.2
42:08.7,34,8843,2.5,9.2,-0.3,0.9,6.2
42:08.8,34,8802,2.6,9.1,-0.7,0.6,6.2
42:08.9,33,8942,2.6,9.1,-0.9,0.7,6.2
42:09.0,30,8430,2.7,9.3,-1.1,0.9,3.8
42:09.1,31,7997,2.8,9.6,-1.2,0.4,3.8
42:09.2,31,8013,2.9,9.8,-1.1,1,3.8
42:09.3,34,7928,3,10,-1.2,0.8,3.8
42:09.4,41,8017,3,10.2,-1.4,0.8,3.8
42:09.5,48,8061,3.1,10.4,-1.4,0.8,15.4
42:09.6,51,8031,3.2,10.6,-1.5,1.2,15.4
42:09.7,49,7996,3.3,10.7,-1.7,0.4,15.4
42:09.8,44,8267,3.4,11.1,-1.6,1.2,15.4
42:09.9,41,8025,3.5,11.3,-1.4,0.9,15.4
42:10.0,41,7816,3.6,11.5,-1,1.1,6.1
42:10.1,42,7913,3.7,11.5,-0.6,1,6.1
42:10.2,43,7929,3.8,11.5,-0.1,0.9,6.1
42:10.3,43,7978,3.9,11.7,0.3,0.8,6.1
42:10.4,41,7891,3.9,11.9,0.7,0.9,6.1
42:10.5,40,7724,4,12.3,1.1,0.8,4.4
42:10.6,44,7566,4.1,12.8,1.6,1.1,4.4
42:10.7,51,7623,4.2,13.4,1.8,1,4.4
42:10.8,58,7660,4.3,13.8,1.9,0.7,4.4
42:10.9,59,8094,4.4,14.2,1.6,1.3,7.7
42:11.0,56,8198,4.6,14.2,1.5,1.4,7.7
42:11.1,53,8372,4.7,14.3,1.1,1.1,7.7
42:11.2,49,8835,4.8,14.1,0.7,1.3,7.7
42:11.3,49,8785,4.9,14.1,0.1,1.3,7.7
42:11.4,52,8551,5,13.9,-0.4,0.8,11.4
42:11.6,53,8330,5.1,13.6,-1.1,1.3,11.4
42:11.7,55,8475,5.2,13.5,-2.1,0.7,11.4
42:11.8,56,7945,5.3,13.5,-2.9,0.8,11.4
42:11.9,58,7905,5.4,13.6,-3.5,1.2,11.4
42:12.0,62,7746,5.5,13.5,-3.7,1,6.7
42:12.1,65,7941,5.6,13.4,-3.7,1,6.7
42:12.2,65,7805,5.7,13.3,-4,0.8,6.7
42:12.3,63,7451,5.8,13.4,-3.7,0.6,6.7
42:12.4,60,7471,5.9,13.6,-3.1,1,6.7
42:12.5,59,7367,5.9,13.7,-2.4,0.5,4.6
42:12.6,59,7681,6.1,14.6,-1.3,0.9,4.6
42:12.7,60,7800,6.2,14.7,-0.7,1.1,4.6
42:12.8,62,7972,6.3,15.1,-0.5,0.7,4.6
42:12.9,70,8194,6.4,15.3,-0.2,1.7,4.6
42:13.0,74,7885,6.6,15.5,0.1,1.2,16.7
42:13.1,75,7770,6.6,15.8,0.2,0.8,16.7
42:13.2,70,7830,6.8,15.9,0.2,1.4,16.7
42:13.3,66,8129,7,15.7,0.2,1.9,16.7
42:13.4,65,7898,7,15.9,0.4,0.6,16.7
42:13.5,66,7613,7.2,15.8,0.5,1.4,4.5
42:13.6,69,7606,7.3,15.6,0.6,1.2,4.5
42:13.7,77,7721,7.4,15.6,0.8,0.9,4.5
42:13.8,84,7602,7.5,15.5,1.1,1,4.5
42:13.9,86,7648,7.6,15.3,1,1.3,4.5
42:14.0,84,8051,7.7,14.9,1,1.3,13.5
42:14.1,81,8449,7.8,14.5,0.8,0.8,13.5
42:14.2,77,8186,7.9,13.9,0.5,0.9,13.5
42:14.3,74,7896,8,13.3,0.2,0.8,13.5
42:14.4,78,7515,8.1,12.6,-0.1,0.9,13.5
42:14.5,86,7371,8.1,11.3,-0.3,0.4,16.1
42:14.6,91,7656,8.2,10.1,-0.7,0.3,16.1
42:14.7,91,8383,8.2,8.8,-0.9,0.5,16.1
42:14.8,86,8215,8.2,7.8,-1.4,0.4,16.1
42:14.9,82,7736,8.2,6.9,-1.4,-0.2,16.1
42:15.0,80,7479,8.2,6,-1.5,-0.2,11.2
42:15.1,84,7830,8.2,5.4,-1.6,-0.1,11.2
42:15.2,91,7719,8.1,4.9,-1.8,-0.5,11.2
42:15.3,92,7719,8,4.5,-2.1,-0.9,11.2
42:15.4,88,7563,8,4.1,-2.3,-0.3,11.2
42:15.5,85,7238,7.9,4.2,-2.7,-1,10.5
42:15.6,83,6992,7.9,4.7,-2.8,-0.4,10.5
42:15.7,82,6980,7.8,5.3,-3.1,-0.5,10.5
42:15.8,82,6797,7.7,6.2,-3.1,-0.7,10.5
42:15.9,85,6618,7.7,7,-3.2,-0.8,17.1
42:16.0,88,6618,7.7,8.1,-3.2,0.1,17.1
42:16.2,85,6633,7.7,8.9,-2.9,-0.3,17.1
42:16.3,81,6633,7.6,9.7,-2.6,-0.4,17.1
42:16.4,76,6809,7.6,10.3,-2.6,-0.3,17.1
42:16.5,77,7124,7.6,11,-2.5,0.5,18.2
42:16.6,82,7323,7.6,11.4,-2.2,0.1,18.2
42:16.7,88,7776,7.6,11.8,-2,0.1,18.2
42:16.8,86,7734,7.7,11.9,-2.1,0.6,18.2
42:16.9,82,7779,7.8,11.8,-2.4,0.5,18.2
42:17.0,81,7434,7.8,11.8,-2.5,0.6,9.7
42:17.1,79,6982,7.9,11.8,-2.5,0.6,9.7
42:17.2,79,6982,7.9,11.7,-2.6,0.2,9.7
42:17.3,88,6861,8,11,-3,0.9,9.7
42:17.4,92,6879,8,10.5,-2.6,0.2,9.7
42:17.5,88,6898,8,10.5,-2.6,0.2,4.8
42:17.6,84,6866,8,10.2,-2.1,-0.5,4.8
42:17.7,80,7112,8.1,9.9,-1.4,0.9,4.8
42:17.8,76,7497,8.1,9.6,-0.9,-0.3,4.8
42:17.9,79,7246,8.1,9,-0.6,0.4,4.8
42:18.0,86,6913,8.1,8.6,-0.3,0.1,13.9
42:18.1,93,6913,8.1,8.2,0.4,-0.4,13.9
42:18.2,92,7114,8.1,8.1,0.4,0.1,13.9
42:18.3,85,7035,8,7.8,0.2,-0.4,13.9
42:18.4,79,6854,8,7.4,0.2,-0.3,13.9
42:18.5,78,6879,8,6.6,0.2,-0.3,13.1
42:18.6,83,7248,7.9,5.6,-0.3,-0.6,13.1
42:18.7,91,7309,7.9,4.5,-0.7,-0.8,13.1
42:18.8,94,7445,7.8,3.4,-1.1,-0.5,13.1
42:18.9,88,7292,7.7,2.6,-1.1,-0.7,13.1
42:19.0,81,7219,7.6,1.8,-1.5,-1.3,8.2
42:19.1,77,7208,7.5,1.3,-2,-0.9,8.2
42:19.2,74,6749,7.4,0.8,-2.1,-1.2,8.2
42:19.3,80,6769,7.2,0.5,-2.2,-1.5,8.2
42:19.4,87,6715,7.1,0.3,-2.4,-1.5,8.2
42:19.5,88,6533,7,0.3,-2.5,-1.2,9.6
42:19.6,82,6645,6.8,0.6,-2.8,-1.3,9.6
42:19.7,74,6869,6.7,0.6,-2.7,-1.2,9.6
42:19.8,69,6729,6.6,1,-3.1,-1.3,9.6
42:19.9,66,6868,6.5,1.3,-3.2,-0.8,9.6
42:20.0,69,6790,6.4,1.3,-3.4,-1.3,8.2
42:20.1,76,6570,6.3,1.6,-3.4,-1,8.2
42:20.2,81,6706,6.2,1.9,-3.4,-0.7,8.2
42:20.3,77,6572,6.1,2.2,-3.2,-1.3,8.2
42:20.4,71,6610,6,2.6,-2.8,-0.8,13.1
42:20.5,65,6988,5.9,2.7,-2.3,-0.8,13.1
42:20.6,62,6932,5.8,2.9,-2.1,-1.1,13.1
42:20.7,60,6904,5.7,2.9,-2,-1.2,13.1
42:20.8,61,7329,5.6,2.9,-1.9,-0.3,13.1
42:20.9,67,7349,5.6,2.7,-1.8,-0.6,12.7
42:21.1,70,7274,5.5,2.5,-2.1,-1,12.7
42:21.2,68,7369,5.4,2.2,-2.4,-1,12.7
42:21.3,67,7443,5.3,1.8,-2.6,-0.9,12.7
42:21.4,64,7647,5.2,1.5,-2.9,-0.6,12.7
42:21.5,59,7507,5.1,1.2,-3.3,-1.1,11
42:21.6,55,7039,5,1.1,-3.7,-1.2,11
42:21.7,54,6851,5,1.1,-4,-0.4,11
42:21.8,57,6544,4.9,0.9,-4.1,-0.6,11
42:21.9,59,6258,4.8,0.5,-4,-0.9,11
42:22.0,63,6575,4.7,0.2,-4.1,-0.9,6.5
42:22.1,66,6332,4.6,0.2,-4.1,-1.2,6.5
42:22.2,63,6175,4.5,0.2,-4.1,-1,6.5
42:22.3,59,6128,4.4,0.2,-3.8,-1,6.5
42:22.4,54,6371,4.3,0,-3.6,-0.9,6.5
42:22.5,50,6566,4.2,0,-3.1,-0.9,4.1
42:22.6,46,6639,4.1,-0.3,-2.8,-1.2,4.1
42:22.7,45,6666,4,-0.4,-2.7,-1.2,4.1
42:22.8,45,7550,3.9,-0.6,-2.5,-0.6,4.1
42:22.9,47,6988,3.8,-0.9,-2.1,-0.9,4.1
42:23.0,52,6888,3.7,-0.9,-2.2,-1.3,9.4
42:23.1,58,6921,3.6,-1,-1.9,-1,9.4
42:23.2,58,7170,3.4,-1.4,-1.6,-0.9,9.4
42:23.3,53,7561,3.3,-1.5,-1.4,-1.3,9.4
42:23.4,48,7472,3.2,-1.7,-1.2,-0.9,9.4
42:23.5,45,7458,3.1,-1.8,-1.4,-1,13.3
42:23.6,42,7160,3,-1.7,-1.5,-1.3,13.3
42:23.7,41,7173,2.9,-1.8,-1.4,-0.7,13.3
42:23.8,38,7108,2.9,-1.9,-1.2,-0.7,13.3
42:23.9,36,7132,2.8,-1.9,-1.2,-0.9,13.3
42:24.0,35,6949,2.7,-2.3,-1.2,-0.8,9.9
42:24.1,37,6906,2.6,-2.6,-1.2,-1.1,9.9
42:24.2,39,7223,2.5,-3,-1.2,-1.2,9.9
42:24.3,41,7208,2.4,-3.3,-1.2,-0.9,9.9
